longitude,latitude,type,filterrank,category_en,sizerank,maki,class,name
-70.59242069721222,-33.38709015252432,Childcare,3,Childcare,15,marker,commercial_services,Jardín Infantil
-70.58661103248596,-33.38999258561662,Pet,5,Pet Store,16,shop,store_like,Macdog
-70.58672368526459,-33.39013479338964,Pharmacy,3,Pharmacy,16,pharmacy,medical,Farmacias Ahumada
-70.5866539478302,-33.39006200991283,Seafood,4,Seafood Market,16,grocery,food_and_drink_stores,Pescado y Marisco
-70.58584526181221,-33.3878628004279,Playground,5,Playground,16,playground,park_like,
-70.58658555150032,-33.39043152539519,Bicycle Rental,1,Bicycle Rental,16,bicycle,commercial_services,Luis Carrera / Candelaria Goyenechea
-70.58581575751305,-33.38790535185208,Park,1,Park,15,park,park_like,Plazoleta Ibiza
-70.59234693646431,-33.38604314766867,Parking,5,Car Parking,16,parking,motorist,
-70.58549389243126,-33.38969809161463,Park,2,Park,15,park,park_like,Plaza Capri
-70.5938409268856,-33.38761309033474,Parking,5,Car Parking,14,parking,motorist,
-70.59434920549393,-33.389097903031455,Swimming Pool,5,Swimming Pool,16,swimming,sport_and_leisure,
-70.59439480304718,-33.38769707362998,Sports Centre,1,Sports Complex,11,marker,sport_and_leisure,Club Deportivo Lo Cañas
-70.64501881599426,-33.43793252788245,Restaurant,4,Restaurant,16,restaurant,food_and_drink,New Horizon
-70.64476937055588,-33.43804779811648,Hotel,4,Hotel,16,lodging,lodging,Cerro Urbano Departamentos
-70.6451153755188,-33.43779487487809,Restaurant,4,Restaurant,16,restaurant,food_and_drink,New Horizon
-70.64515829086304,-33.437798232271035,Restaurant,5,Restaurant,16,restaurant,food_and_drink,Bellarepa
-70.64524948596954,-33.43805898939318,Courthouse,5,Courthouse,16,town-hall,public_facilities,Fiscalía Regional Metropolitana Occidente
-70.64495578408241,-33.43772325046424,Yes,5,Shop,16,marker,store_like,She
-70.64464062452316,-33.438061227648355,Hotel,4,Hotel,16,lodging,lodging,Midas Siute Rental
-70.64475998282433,-33.43772101220035,Pharmacy,5,Pharmacy,16,pharmacy,medical,Farmacias
-70.6452776491642,-33.43817202120696,Yes,5,,15,marker,building,Torre Centenario
-70.64454406499863,-33.438038845094084,Hotel,1,Hotel,16,lodging,lodging,Santiago Suite Apartments
-70.6446821987629,-33.43770758261583,Restaurant,5,Restaurant,16,restaurant,food_and_drink,Donde Guido
-70.64453601837158,-33.43795491046415,Hotel,4,Hotel,16,lodging,lodging,Chile Apart
-70.64541041851044,-33.438095920596055,Bank,5,Bank,16,bank,commercial_services,BBVA
-70.6446473300457,-33.43770198695499,Fast Food,5,Fast Food,16,fast-food,food_and_drink,Local Paraíso
-70.6452950835228,-33.438289529372106,Courthouse,5,Courthouse,16,town-hall,public_facilities,Fiscalía de Alta Complejidad Occidente
-70.64452394843102,-33.437747871363165,Pharmacy,5,Pharmacy,16,pharmacy,medical,Manrriquez
-70.64535543322563,-33.43766729384977,Parking,5,Car Parking,15,parking-garage,motorist,Estacionamiento Casablanca
-70.6454573571682,-33.43778592182959,Bank,5,Bank,16,bank,commercial_services,BCI
-70.6445574760437,-33.43767288951285,Parking,5,Car Parking,16,parking,motorist,Estacionamiento Merced
-70.64440324902534,-33.43796386349521,Supermarket,5,Supermarket,16,grocery,food_and_drink_stores,Lider Express
-70.64451724290848,-33.437661698186346,Restaurant,5,Restaurant,16,restaurant,food_and_drink,Diegos Restaurant
-70.64447298645973,-33.437649387725536,Dentist,5,Dentist,16,dentist,medical,Uno Salud Dental
-70.64441129565239,-33.43769415302922,Bakery,5,Bakery,16,bakery,food_and_drink_stores,San Camilo
-70.64441934227943,-33.43759455019703,Cafe,5,Cafe,16,cafe,food_and_drink,Melinka
-70.64424365758896,-33.43789783486942,Government,5,,16,marker,general,Comisión Nacional de Acreditación
-70.64558073878288,-33.43833317522148,Restaurant,4,Restaurant,16,restaurant,food_and_drink,Yokono
-70.64422622323036,-33.43807577630553,Office,5,,15,marker,building,Edificio Corporativo La Araucana
-70.64579799771309,-33.437810542710736,Cafe,5,Cafe,16,cafe,food_and_drink,Starbucks
-70.64582079648972,-33.4380433216054,Convenience,5,Convenience Store,16,convenience,food_and_drink_stores,OK Market
-70.64579129219055,-33.43818656984557,Pharmacy,5,Pharmacy,16,pharmacy,medical,Farmacias del Dr. Simi
-70.64451321959496,-33.437370723190696,Cafe,5,Cafe,16,cafe,food_and_drink,Café Mosqueto
-70.64501479268074,-33.43724649895304,Research,5,,16,marker,general,Academia Chilena de Ciencias Sociales
-70.64414039254189,-33.43771877393641,Convenience,5,Convenience Store,16,convenience,food_and_drink_stores,Almacen
-70.64590528607368,-33.438039964221936,Post Office,5,Post Office,16,post,public_facilities,Chilexpress
-70.64492359757423,-33.438767394270855,Hotel,4,Hotel,16,lodging,lodging,San Ignacio Suite Departamentos Amoblados
-70.64473181962967,-33.43721740135814,Foundation,5,,16,marker,general,Academia Chilena de la Historia
-70.64406394958496,-33.43775682441559,Hotel,4,Hotel,16,lodging,lodging,Apart Hotel Boutique Bellas Artes
-70.64481496810913,-33.43717375494752,Educational Institution,5,Educational Institution,16,marker,commercial_services,Instituto de Chile
-70.64505636692047,-33.4388009678182,Hotel,3,Hotel,16,lodging,lodging,Costa Bellas Artes
-70.64512073993683,-33.43716592097405,Research,5,,15,marker,general,Academia Chilena de Ciencias
-70.64402639865875,-33.437678485175546,Restaurant,5,Restaurant,16,restaurant,food_and_drink,Don Elías
-70.64537420868874,-33.4387662751524,Cafe,5,Cafe,16,cafe,food_and_drink,Cafe Miraflores
-70.6458905339241,-33.43754866570778,Parking,5,Car Parking,15,parking-garage,motorist,Edificio Impala
-70.64490482211113,-33.43709541518107,Research,5,,16,marker,general,Academia Chilena de la Lengua
-70.64393252134323,-33.43775794354707,Restaurant,5,Restaurant,16,restaurant,food_and_drink,
-70.64395263791084,-33.437674008645416,Fast Food,5,Fast Food,16,fast-food,food_and_drink,Thai Express
-70.64415916800499,-33.437369604054204,Hotel,4,Hotel,16,lodging,lodging,Apart Hotel Bellas Artes
-70.64606085419655,-33.43787321401304,Restaurant,3,Restaurant,16,restaurant,food_and_drink,Sing HWA
-70.6441967189312,-33.43732483858308,Cafe,5,Cafe,16,cafe,food_and_drink,Café Mosqueto
-70.64526155591011,-33.43887930604478,Government,5,,15,marker,general,Direccion Nacional Sename
-70.58289214968681,-33.42896895896729,Parking,5,Car Parking,15,parking,motorist,
-70.58203920722008,-33.42839142671556,Swimming Pool,5,Swimming Pool,16,swimming,sport_and_leisure,
-70.58242812752724,-33.42915027643976,Parking,5,Car Parking,16,parking,motorist,
-70.58294847607613,-33.42944463671503,Swimming Pool,5,Swimming Pool,16,swimming,sport_and_leisure,
-70.58349698781967,-33.429660649513885,Parking,5,Car Parking,16,parking,motorist,
-70.59151142835617,-33.39984356285971,Government,5,,16,marker,general,Inspección Comunal del Trabajo Santiago Oriente
-70.59107556939125,-33.39966666268043,Parking,5,Car Parking,15,parking,motorist,
-70.59166699647903,-33.39990850080982,Bank,5,Bank,16,bank,commercial_services,Itaú
-70.5918225646019,-33.3999600032875,Bicycle Rental,5,Bicycle Rental,16,bicycle,commercial_services,
-70.59219002723694,-33.40004733350593,Cafe,5,Cafe,16,cafe,food_and_drink,
-70.59343993663788,-33.39991297928736,Bank,5,Bank,16,bank,commercial_services,Banco de Chile
-70.5551527440548,-33.33348859288293,School,1,School,8,school,education,Colegio Everest
-70.55141106247902,-33.33440849756802,Park,1,Park,12,park,park_like,Parque Los Trapenses
-70.55386662483215,-33.335592818528234,Place Of Worship,1,Church,16,religious-christian,religion,Casa de Retiros La Dehesa
-70.55163100361824,-33.32697503128587,Nature Reserve,1,,10,park,park_like,Humedal Urbano Los Trapenses
-70.55822253227234,-33.336253879989904,Park,1,Park,14,park,park_like,Plaza El Remanso
-70.5471570789814,-33.333821373165726,Park,1,Park,12,park,park_like,Parque Los Trapenses
-70.54568186402321,-33.33415191124542,Park,1,Park,15,park,park_like,Plaza del Sembrador
-70.54504215717316,-33.32855052193412,Park,1,Park,13,park,park_like,Parque Los Trapenses
-70.59099912643433,-33.41806459103945,Bicycle Rental,5,Bicycle Rental,16,bicycle,commercial_services,11 Gertrudis Echeñique / Callao
-70.59078723192215,-33.41785974326674,Commercial,2,,15,marker,building,Edificio Corporativo CAP
-70.59075102210045,-33.4166731838201,Diplomatic,1,,13,marker,general,Embajada Británica
-70.59040367603302,-33.41706161591457,Swimming Pool,5,Swimming Pool,16,swimming,sport_and_leisure,
-70.59078186750412,-33.41649855672156,Swimming Pool,5,Swimming Pool,16,swimming,sport_and_leisure,
-70.59131294488907,-33.41617392848985,Bank,5,Bank,16,bank,commercial_services,Santander
-70.59028699994087,-33.41678288527932,Memorial,4,Memorial,16,monument,historic,The West Coast Boys
-70.59125661849976,-33.416014972154485,Bank,4,Bank,16,bank,commercial_services,Banco de Chile
-70.59095218777657,-33.41870599651377,Park,1,Park,14,park,park_like,Plaza Gertrudis Echeñique
-70.59056729078293,-33.41851234405136,Yes,4,Shop,16,marker,store_like,Empty Shop
-70.59130623936653,-33.41887054479852,Cafe,4,Cafe,16,cafe,food_and_drink,Darjeeling
-70.59056729078293,-33.41869592211888,Bakery,3,Bakery,16,bakery,food_and_drink_stores,Castaño
-70.5905082821846,-33.418683608967946,Beauty,4,Shop,16,marker,store_like,Nails Bourique
-70.59031516313553,-33.4186869671002,Convenience,5,Convenience Store,16,convenience,food_and_drink_stores,
-70.59120029211044,-33.419514183053,Swimming Pool,5,Swimming Pool,16,swimming,sport_and_leisure,
-70.59018775820732,-33.4191459106183,Swimming Pool,5,Swimming Pool,16,swimming,sport_and_leisure,
-70.60372486710548,-33.46406361627345,Recreation Ground,2,Recreation Ground,15,marker,park_like,Parque Interior Villa Real
-70.60546427965164,-33.46399201355092,School,1,School,12,school,education,Colegio Carmen Arriarán Obra Don Orione
-70.60337483882904,-33.463770492253545,Fast Food,3,Fast Food,16,fast-food,food_and_drink,Tío Manolo
-70.60603022575378,-33.46404795318295,Pitch,5,,15,basketball,sport_and_leisure,
-70.60376778244972,-33.46558627891699,Parking,5,Car Parking,14,parking,motorist,
-70.60612007975578,-33.46403229008962,School,3,School,16,school,education,Escuela Básica Carmen Arriarán
-70.60362562537193,-33.462916846808604,Greengrocer,2,Greengrocer,16,grocery,food_and_drink_stores,Frutera Los Tres Antonios
-70.60361623764038,-33.46283517386801,Bakery,1,Bakery,16,bakery,food_and_drink_stores,Panadería Los Tres Antonios
-70.60360819101334,-33.46272888704927,Alcohol,3,Liquor Store,16,alcohol-shop,food_and_drink_stores,Botillería Los Tres Antonios
-70.6036028265953,-33.46262260010022,Kiosk,3,Shop,16,marker,store_like,Minimarket Botillería
-70.60642585158348,-33.46511303688959,School,4,School,16,school,education,Liceo Politécnico Pedro de Valdivia
-70.60566544532776,-33.46269420395391,Fire Station,3,Fire Station,15,fire-station,public_facilities,Quinta Compañía del Cuerpo de Bomberos de Ñuñoa
-70.6022335588932,-33.46367763214737,Playground,5,Playground,16,playground,park_like,
-70.606429874897,-33.46526966574264,School,4,School,16,school,education,Liceo Politécnico Presidente Manuel Montt
-70.60576066374779,-33.465948760424546,School,2,School,12,school,education,Instituto Superior de Comercio Diego Portales
-70.606429874897,-33.465397206171055,School,4,School,16,school,education,Comercial Diego Portales
-70.60598060488701,-33.462595748639835,Place Of Worship,4,Church,16,religious-christian,religion,Iglesia Ortodoxa Griega de los Santos Constantino y Elena
-70.602647960186,-33.46269420395391,Parking,5,Car Parking,15,parking,motorist,
-70.60601279139519,-33.4660628746595,Pitch,5,,15,basketball,sport_and_leisure,
-70.60701325535774,-33.46372462161113,Parking,5,Car Parking,15,parking,motorist,
-70.6070427596569,-33.464901587489,Memorial,3,Memorial,16,monument,historic,Homenaje a Trabajadores de Cordones Industriales
-70.60715675354004,-33.46434331384155,Police,4,Police,14,police,public_facilities,Prefectura de Investigación de Accidentes en el Tránsito
-70.60551658272743,-33.46201508377441,Convenience,3,Convenience Store,16,convenience,food_and_drink_stores,Punto
-70.60569629073143,-33.46203746014187,Fuel,2,Gas Station,15,fuel,motorist,Copec
-70.60139670968056,-33.464091586070865,Kiosk,3,Shop,16,marker,store_like,Manolito Abarrotes
-70.60679331421852,-33.46260693674934,Transportation,3,,15,marker,building,Metro Estadio Nacional
-70.60740754008293,-33.46512869978761,Parking,1,Car Parking,15,parking,motorist,CAR
-70.60637220740318,-33.46635375340233,Parking,5,Car Parking,15,parking,motorist,
-70.60129210352898,-33.46413745651911,Alcohol,4,Liquor Store,16,alcohol-shop,food_and_drink_stores,Botillería
-70.60759663581848,-33.464493231366546,Parking,5,Car Parking,16,parking,motorist,
-70.60696095228195,-33.462584560528896,Police,4,Police,16,police,public_facilities,Tenencia Estadio Nacional 60ª Comisaría Metro
-70.60597524046898,-33.46188306308893,Restaurant,1,Restaurant,16,restaurant,food_and_drink,La Picá del Nacional
-70.60115531086922,-33.46419787121877,Fast Food,2,Fast Food,16,fast-food,food_and_drink,Empanadas
-70.60596853494644,-33.461793557425075,Bakery,4,Bakery,16,bakery,food_and_drink_stores,Panificadora Elorrio
-70.60107216238976,-33.46422584097287,Restaurant,1,Restaurant,16,restaurant,food_and_drink,Chang Ihing
-70.60796543955803,-33.46494633872793,Roof,3,,16,marker,building,Zona de Picnic
-70.60308784246445,-33.46711674608146,University,3,University,5,college,education,Universidad Metropolitana de Ciencias de la Educación
-70.6075094640255,-33.46593757274637,Sports Hall,1,,13,marker,sport_and_leisure,Centro de Alto Rendimiento
-70.60797080397606,-33.46330283432228,Swimming Pool,3,Swimming Pool,14,swimming,sport_and_leisure,Edificio Oriente Centro Acuático
-70.6028451025486,-33.4671145085761,Pitch,5,,15,tennis,sport_and_leisure,
-70.60268685221672,-33.467132408617424,Pitch,5,,15,tennis,sport_and_leisure,
-70.60778707265854,-33.462666233705605,Museum,1,Museum,15,museum,arts_and_entertainment,Sitio de Memoria Camarín de Mujeres
-70.60053169727325,-33.46412403102457,Place Of Worship,4,Church,15,religious-christian,religion,La Viña Agape
-70.60253262519836,-33.46715142740729,Pitch,5,,15,tennis,sport_and_leisure,
-70.60492649674416,-33.46097905163723,Pitch,5,,15,basketball,sport_and_leisure,
-70.60363367199898,-33.46102156723853,Kiosk,2,Shop,16,marker,store_like,Minimarket Donde Carlitos
-70.6004673242569,-33.4643399574761,Restaurant,1,Restaurant,16,restaurant,food_and_drink,Fuh Hou
-70.60510888695717,-33.46096226915729,Pitch,5,,15,basketball,sport_and_leisure,
-70.60579419136047,-33.46109988539688,Veterinary,5,Veterinary Office,16,veterinary,commercial_services,
-70.62191158533096,-33.62906335534842,Car Repair,3,Car Repair Shop,16,car-repair,commercial_services,Vulcanización El Rusio
-70.62035590410233,-33.62893605626207,Sports Centre,1,Sports Complex,14,marker,sport_and_leisure,Skatepark Bajos de Mena
-70.62303945422173,-33.62857537449584,Sports Centre,1,Sports Complex,12,marker,sport_and_leisure,Complejo Deportivo Bajos de Mena
-70.62302470207214,-33.62939053547041,School,2,School,14,school,education,Escuela Básica Albert Schweitzer
-70.62044709920883,-33.629516717233194,Park,3,Park,15,park,park_like,Plaza La Almendrita
-70.62041893601418,-33.62982267932414,Kindergarten,2,Kindergarten,15,school,education,Sala Cuna & Jardín Infantil Almendral
-70.62315344810486,-33.62764183820592,School,2,School,13,school,education,Colegio Polivalente Elisa Valdes
-70.6194519996643,-33.6294943841913,Park,1,Park,15,park,park_like,Parque El Sauce
-70.62397688627243,-33.62811307429614,Kindergarten,3,Kindergarten,15,school,education,Jardín Infantil Cerro Morado
-70.62331572175026,-33.62697852995755,School,4,School,15,school,education,Jardín Infantil Chiloé
-70.62447309494019,-33.62910802164992,Kindergarten,3,Kindergarten,15,school,education,Jardín Infantil San Pedro
-70.62425315380096,-33.62750113688305,Place Of Worship,4,Church,14,religious-christian,religion,Capilla Nuestra Señora de la Esperanza – Casa Parroquial San Matias
-70.62036797404289,-33.626489420604,Park,1,Park,14,park,park_like,Plaza El Caleuche
-70.62392055988312,-33.62673062556375,School,3,School,13,school,education,Liceo Chiloé
-70.62467828392982,-33.630023675726754,Hardware,3,Hardware Store,16,hardware,store_like,Ferretería Antonella
-70.6189651787281,-33.630634478583104,Car Repair,4,Car Repair Shop,16,car-repair,commercial_services,Moya Garage
-70.62324866652489,-33.62614771242167,Restaurant,1,Restaurant,16,restaurant,food_and_drink,Mr. Pollo
-70.61893031001091,-33.63075060880068,Alcohol,4,Liquor Store,16,alcohol-shop,food_and_drink_stores,La Ola
-70.62256336212158,-33.63193981788324,Community Centre,1,Community Center,16,town-hall,public_facilities,Sede Comunitaria
-70.61920523643494,-33.63128100924619,Park,1,Park,14,park,park_like,Parque El Sauce
-70.61888739466667,-33.631120214508755,Chemist,3,Drugstore,16,shop,store_like,Los 4 Nietos
-70.62290400266647,-33.63209167814257,Kindergarten,3,Kindergarten,15,school,education,Raiz De Suenos
-70.62594294548035,-33.629346985969555,Park,3,Park,15,park,park_like,Parque Francisco Coloane
-70.62619909644127,-33.6299522103929,Kindergarten,3,Kindergarten,15,school,education,Francisco Coloane II
-70.6234122812748,-33.63247356084676,Park,2,Park,14,park,park_like,Plaza Población Marta Brunet
-70.62650352716446,-33.62848827464789,Supermarket,1,Supermarket,16,grocery,food_and_drink_stores,Almacen Ancud
-70.61880558729172,-33.632138576109725,Convenience,3,Convenience Store,16,convenience,food_and_drink_stores,Almacén Valentina
-70.61974838376045,-33.62490370451854,Residential,1,Residential Building,15,marker,place_like,3561
-70.62421157956123,-33.63250259279596,School,1,School,13,school,education,Colegio Quitalmahue
-70.62687367200851,-33.62930566975608,Kindergarten,4,Kindergarten,15,school,education,Francisco Coloane
-70.62590941786766,-33.62611532824257,Clinic,1,Clinic,13,doctor,medical,CESFAM/ SAPU Karol Wojtyla
-70.62348872423172,-33.633008417109465,Place Of Worship,1,Place of Worship,15,place-of-worship,religion,Iglesia
-70.61643317341805,-33.62792770685257,Clinic,2,Clinic,14,doctor,medical,CESFAM/ SAPU Cardenal Raúl Silva Henríquez
-70.61899602413177,-33.63273038159619,Recreation Ground,2,Recreation Ground,14,marker,park_like,Parque El Sauce
-70.61759188771248,-33.63177009139421,Kindergarten,4,Kindergarten,16,school,education,San José de la Construcción
-70.61654850840569,-33.627316884803186,School,1,School,14,school,education,Liceo Volcán San José
-70.61742961406708,-33.6316305134388,School,5,School,14,school,education,
-70.61575055122375,-33.628532941247585,Park,1,Park,10,park,park_like,Parque El Canelo
-70.61587929725647,-33.62749220345795,School,3,School,14,school,education,Casa de Estudio El Sauce
-70.61757445335388,-33.624852335762924,Parking,5,Car Parking,15,parking,motorist,
-70.62800019979477,-33.6293849522023,Park,2,Park,14,park,park_like,Parque Francisco Coloane
-70.61562851071358,-33.62712816559774,Kindergarten,3,Kindergarten,15,school,education,Jardin Infantil Estacíon La Obra
-70.61534151434898,-33.62824595794094,Playground,5,Playground,16,playground,park_like,
-70.61565667390823,-33.630634478583104,Park,1,Park,13,park,park_like,Parque Villa Altos del Maipo
-70.61633661389351,-33.6256128135587,Kindergarten,4,Kindergarten,16,school,education,Catalpa
-70.61703130602837,-33.62491598834686,Pitch,3,Sport Pitch,14,pitch,sport_and_leisure,Parque Juan Pablo II
-70.6282939016819,-33.62901533904848,Parking,5,Car Parking,15,parking,motorist,
-70.62763139605522,-33.6313714561541,Kindergarten,1,Kindergarten,15,school,education,Jardín Infantil Luis Falconé
-70.62765151262283,-33.62561951377377,Doctors,2,Doctor’s Office,16,doctor,medical,Vacunatorio Covid
-70.62854468822479,-33.63028608699096,Construction,1,Construction,13,marker,industrial,Nueva Francisco Coloane
-70.50785467028618,-33.34472958787356,Park,1,Park,13,park,park_like,Parque Francisco Bulnes
-70.50780773162842,-33.34513178536692,Park,2,Park,16,park,park_like,Plaza La Laguna
-70.64833134412766,-33.471103888881544,Restaurant,2,Restaurant,16,restaurant,food_and_drink,Xin Sun Fung
-70.64832463860512,-33.47112626290269,Restaurant,5,Restaurant,15,restaurant,food_and_drink,
-70.64764603972435,-33.470617252492424,Parking,5,Car Parking,16,parking,motorist,
-70.64786732196808,-33.47037896747077,Residential,4,Residential Area,14,marker,place_like,Núcleo Viviendas San Diego
-70.6487175822258,-33.470969644633364,Clothes,4,Clothing Store,16,clothing-store,store_like,Kayser
-70.64859822392464,-33.47118443533064,Bank,5,Bank,16,bank,commercial_services,Itaú
-70.64881145954132,-33.470337575170184,Restaurant,5,Restaurant,15,restaurant,food_and_drink,
-70.64693659543991,-33.47059375963208,Yes,2,Shop,16,marker,store_like,Sercom Chile
-70.64695402979851,-33.47021899171306,Place Of Worship,4,Church,16,religious-christian,religion,Avivamiento Para Chile
-70.64904481172562,-33.47001762320662,Restaurant,5,Restaurant,16,restaurant,food_and_drink,
-70.64816102385521,-33.46959139165797,Fitness Centre,3,Fitness Center,16,fitness-centre,sport_and_leisure,Smart Fit
-70.6483742594719,-33.46953657432504,Storage Rental,4,Shop,16,marker,store_like,mibodega.cl
-70.64789414405823,-33.46945938251171,Commercial,2,,14,marker,building,Núcleo San Diego
-70.64756020903587,-33.46951531861519,Doctors,5,Doctor’s Office,16,doctor,medical,Núcleo Salud
-70.6469352543354,-33.46982184782122,Restaurant,1,Restaurant,16,restaurant,food_and_drink,La Bandera
-70.64694464206696,-33.46974241882446,Convenience,5,Convenience Store,16,convenience,food_and_drink_stores,Minimarket Virgen de la Puerta
-70.64992994070053,-33.47011271394852,Fuel,3,Gas Station,16,fuel,motorist,Copec
-70.64702779054642,-33.469211025776275,Yes,5,Shop,16,marker,store_like,Arturo Prat – Fabrica de Molduras y Figuras de Yeso
-70.64997419714928,-33.4698184916679,Restaurant,1,Restaurant,16,restaurant,food_and_drink,Shun Fa
-70.64583286643028,-33.47038791715479,School,3,School,14,school,education,Liceo Bicentenario Teresa Prat de Sarratea
-70.64999967813492,-33.46963278431498,Car,5,Car Dealership,15,car,store_like,
-70.65043821930885,-33.47023241626352,School,2,School,16,school,education,Escuela Ocampo
-70.65059915184975,-33.47062508344445,School,1,School,13,school,education,Liceo Bicentenario Polivalente Italia
-70.64702913165092,-33.46878590899177,Yes,4,Shop,16,marker,store_like,Río Toltén Fabrica de Muebles de Pino Oregón
-70.6461252272129,-33.4724776430685,Parking,5,Car Parking,15,parking,motorist,
-70.59586465358734,-33.3912858839656,Company,4,,16,marker,general,Officio Mundo
-70.59534832835197,-33.3902389296428,Swimming Pool,5,Swimming Pool,16,swimming,sport_and_leisure,
-70.28978437185287,-33.33675807603732,Parking,5,Car Parking,14,parking,motorist,
-70.29144197702408,-33.33598497423793,Parking,5,Car Parking,13,parking,motorist,
-70.2918429672718,-33.33696199449873,Parking,5,Car Parking,15,parking,motorist,
-70.29244378209114,-33.33588861614144,Parking,5,Car Parking,14,parking,motorist,
-70.29323503375053,-33.33619113538869,Parking,5,Car Parking,15,parking,motorist,
-70.28320893645287,-33.33305832962282,Nature Reserve,1,,6,park,park_like,Humedal Urbano Vegas de Montaña
-70.29378890991211,-33.33638385080577,Parking,5,Car Parking,15,parking,motorist,
-70.29507368803024,-33.33927229009576,Nature Reserve,1,,4,park,park_like,Humedal Urbano Vegas de Montaña
-70.64660400152206,-33.45236473701008,Place Of Worship,5,Place of Worship,16,place-of-worship,religion,Comunidad Cristiana
-70.64678773283958,-33.452566146524994,Fast Food,5,Fast Food,16,fast-food,food_and_drink,Pollito Al Velador
-70.6466817855835,-33.452844762249505,Convenience,5,Convenience Store,16,convenience,food_and_drink_stores,Panadería & Pastilería Roberto
-70.64651682972908,-33.45218794382814,Sports Centre,3,Sports Complex,15,marker,sport_and_leisure,Crossfighter
-70.64589723944664,-33.45230095723284,Yes,3,,15,marker,building,Edificio Comunidad Don Alfredo
-70.64666703343391,-33.453001413267735,Restaurant,1,Restaurant,16,restaurant,food_and_drink,El Buen Sabor
-70.64651414752007,-33.453113306678944,Yes,5,Shop,16,marker,store_like,Importadora Chuky Nico
-70.64671128988266,-33.45325205430833,Car Parts,5,Shop,16,marker,store_like,Euro Partes
-70.64645245671272,-33.45341541816804,Car Parts,5,Shop,16,marker,store_like,Indra
-70.64556866884232,-33.45335835274517,Car Parts,4,Shop,16,marker,store_like,Lamartine
-70.64610108733177,-33.453575424937775,Car Parts,5,Shop,16,marker,store_like,The Honda Store
-70.64599111676216,-33.45355416531405,Car Parts,5,Shop,16,marker,store_like,BYF
-70.64624056220055,-33.45360116026479,Car Parts,5,Shop,16,marker,store_like,Ian Marc
-70.64591601490974,-33.453540738180585,Car Parts,5,Shop,16,marker,store_like,Multicarroceria
-70.64587980508804,-33.45353626246897,Car Parts,5,Shop,16,marker,store_like,Repuestos RZN
-70.64631700515747,-33.453614587388884,Yes,5,Shop,16,marker,store_like,Gomas
-70.64584225416183,-33.45353066782913,Car Parts,5,Shop,16,marker,store_like,Power Cars
-70.64577519893646,-33.453518359620205,Yes,5,Shop,16,marker,store_like,Stickers Graf
-70.64574435353279,-33.45351164605096,Car Parts,5,Shop,16,marker,store_like,MK Repuestos
-70.6456907093525,-33.45349933783933,Car Parts,5,Shop,16,marker,store_like,Embragues
-70.64548552036285,-33.453385207066496,Car Parts,5,Shop,16,marker,store_like,M&M
-70.6454399228096,-33.4533617095358,Car Parts,5,Shop,16,marker,store_like,Hankook
-70.64764201641083,-33.45230319512054,Convenience,5,Convenience Store,16,convenience,food_and_drink_stores,Las Delicias
-70.64683064818382,-33.45361346846196,Car Parts,5,Shop,16,marker,store_like,Radiadores
-70.64689233899117,-33.45362130095016,Car Parts,5,Shop,16,marker,store_like,Vulcanizacion
-70.6461252272129,-33.45371417182777,Car Parts,5,Shop,16,marker,store_like,Central Automotriz Accesorios Repuestos Encendido
-70.64594686031342,-33.45368507975633,Car Parts,5,Shop,16,marker,store_like,Originales Alternativos
-70.64622044563293,-33.45373319356151,Yes,5,Shop,16,marker,store_like,Plasticos Olea
-70.64605012536049,-33.45371193397648,Car Parts,5,Shop,16,marker,store_like,Repuestos Amortiguadores Accesorios
-70.64630627632141,-33.45375557206647,Car Parts,5,Shop,16,marker,store_like,Accesorios
-70.64777344465256,-33.45243634933564,Alcohol,5,Liquor Store,16,alcohol-shop,food_and_drink_stores,Siberia
-70.64636126160622,-33.45376676131677,Car Parts,5,Shop,16,marker,store_like,Repuestos Mac Ltda.
-70.64701840281487,-33.45364032270428,Car Parts,5,Shop,16,marker,store_like,Neumarichy
-70.64777746796608,-33.45232893082512,Convenience,5,Convenience Store,16,convenience,food_and_drink_stores,Minimarket Briam
-70.64521327614784,-33.45332030910905,Car Parts,4,Shop,16,marker,store_like,Bustamante Y Cia Ltda.
-70.6464296579361,-33.453798091209954,Car Parts,5,Shop,16,marker,store_like,Repuestos Peugeot
-70.64706668257713,-33.45364815519006,Car Parts,5,Shop,16,marker,store_like,Neumaticos Llantas
-70.64578592777252,-33.453716409679025,Car Parts,4,Shop,16,marker,store_like,Repuestos sla
-70.64661338925362,-33.45380592368148,Car Parts,5,Shop,16,marker,store_like,Liftgate
-70.64665898680687,-33.4537992101345,Car Parts,5,Shop,16,marker,store_like,Baterias Accesorios Repuestos
-70.64671128988266,-33.45380816153035,Yes,5,Shop,16,marker,store_like,Reparaciones Plasticos
-70.6471860408783,-33.4536627012332,Car Parts,5,Shop,16,marker,store_like,Autorepuestos Los Heroes Ltda.
-70.64677700400352,-33.45381823184959,Yes,5,Shop,16,marker,store_like,Impresion Digital
-70.64500942826271,-33.45325205430833,Car Repair,4,Car Repair Shop,16,car-repair,commercial_services,Opel Alameda
-70.64686015248299,-33.45382382647088,Yes,5,Shop,16,marker,store_like,Diselsa
-70.59506267309189,-33.38811362957517,Pitch,5,,15,tennis,sport_and_leisure,
-70.59520751237869,-33.38820209146788,Pitch,5,,15,tennis,sport_and_leisure,
